timestamp,memory_used,gpu_util,time_sec
2025-07-16 12:31:59.666,1.0,0.0,0.0
2025-07-16 12:32:04.741,1.0,0.0,5.075
2025-07-16 12:32:09.793,106.0,1.0,10.127
2025-07-16 12:32:14.839,354.0,24.0,15.173
2025-07-16 12:32:19.883,354.0,95.0,20.217
2025-07-16 12:32:24.927,354.0,94.0,25.261
2025-07-16 12:32:29.970,354.0,95.0,30.304
2025-07-16 12:32:35.014,354.0,96.0,35.348
2025-07-16 12:32:40.144,354.0,95.0,40.478
2025-07-16 12:32:45.190,354.0,95.0,45.524
2025-07-16 12:32:50.233,354.0,95.0,50.567
2025-07-16 12:32:55.278,354.0,96.0,55.612
2025-07-16 12:33:00.322,354.0,96.0,60.656
2025-07-16 12:33:05.366,354.0,95.0,65.7
2025-07-16 12:33:10.410,354.0,94.0,70.744
2025-07-16 12:33:15.453,354.0,95.0,75.787
2025-07-16 12:33:20.497,354.0,95.0,80.831
2025-07-16 12:33:25.541,354.0,95.0,85.875
2025-07-16 12:33:30.585,354.0,95.0,90.919
2025-07-16 12:33:35.629,354.0,94.0,95.963
2025-07-16 12:33:40.672,354.0,95.0,101.006
2025-07-16 12:33:45.716,354.0,95.0,106.05
2025-07-16 12:33:50.760,354.0,95.0,111.094
2025-07-16 12:33:55.804,354.0,95.0,116.138
2025-07-16 12:34:00.850,354.0,95.0,121.184
2025-07-16 12:34:05.893,354.0,96.0,126.227
2025-07-16 12:34:10.937,354.0,95.0,131.271
2025-07-16 12:34:15.980,354.0,95.0,136.314
2025-07-16 12:34:21.024,354.0,95.0,141.358
2025-07-16 12:34:26.068,354.0,95.0,146.402
2025-07-16 12:34:31.112,354.0,96.0,151.446
2025-07-16 12:34:36.155,354.0,95.0,156.489
2025-07-16 12:34:41.199,354.0,95.0,161.533
2025-07-16 12:34:46.243,354.0,95.0,166.577
2025-07-16 12:34:51.287,354.0,95.0,171.621
2025-07-16 12:34:56.331,354.0,95.0,176.665
2025-07-16 12:35:01.374,354.0,95.0,181.708
2025-07-16 12:35:06.418,366.0,72.0,186.752
2025-07-16 12:35:11.461,366.0,72.0,191.795
2025-07-16 12:35:16.504,366.0,61.0,196.838
2025-07-16 12:35:21.549,366.0,59.0,201.883
2025-07-16 12:35:26.592,366.0,72.0,206.926
2025-07-16 12:35:31.635,366.0,72.0,211.969
2025-07-16 12:35:36.680,366.0,72.0,217.014
2025-07-16 12:35:41.724,366.0,72.0,222.058
2025-07-16 12:35:46.768,366.0,73.0,227.102
2025-07-16 12:35:51.811,366.0,74.0,232.145
2025-07-16 12:35:56.855,366.0,75.0,237.189
2025-07-16 12:36:01.899,366.0,74.0,242.233
2025-07-16 12:36:06.942,366.0,38.0,247.276
2025-07-16 12:36:11.985,366.0,95.0,252.319
2025-07-16 12:36:17.029,366.0,95.0,257.363
