timestamp,memory_used,gpu_util,time_sec
2025-07-16 10:40:46.555,1.0,0.0,0.0
2025-07-16 10:40:51.628,1.0,0.0,5.073
2025-07-16 10:40:56.680,106.0,1.0,10.125
2025-07-16 10:41:01.725,438.0,58.0,15.17
2025-07-16 10:41:06.770,750.0,59.0,20.215
2025-07-16 10:41:11.816,488.0,55.0,25.261
2025-07-16 10:41:16.862,1430.0,56.0,30.307
2025-07-16 10:41:21.911,1430.0,58.0,35.356
2025-07-16 10:41:26.958,812.0,57.0,40.403
2025-07-16 10:41:32.004,1430.0,58.0,45.449
2025-07-16 10:41:37.049,484.0,58.0,50.494
2025-07-16 10:41:42.094,1088.0,58.0,55.539
2025-07-16 10:41:47.139,1430.0,58.0,60.584
2025-07-16 10:41:52.187,1430.0,59.0,65.632
2025-07-16 10:41:57.235,1020.0,58.0,70.68
2025-07-16 10:42:02.279,610.0,59.0,75.724
2025-07-16 10:42:07.324,504.0,58.0,80.769
2025-07-16 10:42:12.368,840.0,59.0,85.813
2025-07-16 10:42:17.416,910.0,59.0,90.861
2025-07-16 10:42:22.461,1430.0,59.0,95.906
2025-07-16 10:42:27.505,1090.0,58.0,100.95
2025-07-16 10:42:32.549,260.0,59.0,105.994
2025-07-16 10:42:37.594,478.0,72.0,111.039
2025-07-16 10:42:42.640,458.0,68.0,116.085
2025-07-16 10:42:47.686,318.0,68.0,121.131
2025-07-16 10:42:52.731,378.0,72.0,126.176
2025-07-16 10:42:57.775,398.0,71.0,131.22
2025-07-16 10:43:02.820,478.0,72.0,136.265
2025-07-16 10:43:07.865,380.0,71.0,141.31
2025-07-16 10:43:12.910,360.0,71.0,146.355
2025-07-16 10:43:17.954,438.0,72.0,151.399
2025-07-16 10:43:23.000,380.0,72.0,156.445
2025-07-16 10:43:28.046,340.0,72.0,161.491
2025-07-16 10:43:33.090,478.0,72.0,166.535
2025-07-16 10:43:38.136,260.0,72.0,171.581
2025-07-16 10:43:43.181,458.0,72.0,176.626
2025-07-16 10:43:48.226,380.0,72.0,181.671
2025-07-16 10:43:53.270,358.0,72.0,186.715
2025-07-16 10:43:58.314,438.0,72.0,191.759
2025-07-16 10:44:03.359,278.0,72.0,196.804
2025-07-16 10:44:08.404,398.0,72.0,201.849
2025-07-16 10:44:13.449,278.0,72.0,206.894
2025-07-16 10:44:18.495,458.0,72.0,211.94
2025-07-16 10:44:23.540,338.0,72.0,216.985
2025-07-16 10:44:28.586,458.0,72.0,222.031
2025-07-16 10:44:33.631,458.0,72.0,227.076
2025-07-16 10:44:38.677,1430.0,52.0,232.122
2025-07-16 10:44:43.725,482.0,59.0,237.17
2025-07-16 10:44:48.770,910.0,59.0,242.215
2025-07-16 10:44:53.816,1210.0,58.0,247.261
2025-07-16 10:44:58.861,840.0,59.0,252.306
2025-07-16 10:45:03.906,1150.0,59.0,257.351
