timestamp,memory_used,gpu_util,time_sec
2025-07-15 15:45:42.403,1.0,0.0,0.0
2025-07-15 15:45:47.478,1.0,0.0,5.075
2025-07-15 15:45:52.531,106.0,0.0,10.128
2025-07-15 15:45:57.579,292.0,95.0,15.176
2025-07-15 15:46:02.625,292.0,94.0,20.222
2025-07-15 15:46:07.671,292.0,94.0,25.268
2025-07-15 15:46:12.717,292.0,94.0,30.314
2025-07-15 15:46:17.764,292.0,47.0,35.361
2025-07-15 15:46:22.809,292.0,80.0,40.406
2025-07-15 15:46:27.854,292.0,82.0,45.451
2025-07-15 15:46:32.899,292.0,81.0,50.496
2025-07-15 15:46:37.944,292.0,94.0,55.541
2025-07-15 15:46:42.990,292.0,94.0,60.587
2025-07-15 15:46:48.034,292.0,95.0,65.631
2025-07-15 15:46:53.081,292.0,95.0,70.678
2025-07-15 15:46:58.126,292.0,49.0,75.723
2025-07-15 15:47:03.171,292.0,70.0,80.768
2025-07-15 15:47:08.214,292.0,73.0,85.811
2025-07-15 15:47:13.258,292.0,71.0,90.855
2025-07-15 15:47:18.305,292.0,53.0,95.902
2025-07-15 15:47:23.350,292.0,95.0,100.947
2025-07-15 15:47:28.396,292.0,95.0,105.993
2025-07-15 15:47:33.441,292.0,95.0,111.038
2025-07-15 15:47:38.487,292.0,95.0,116.084
2025-07-15 15:47:43.538,292.0,63.0,121.135
2025-07-15 15:47:48.582,292.0,72.0,126.179
2025-07-15 15:47:53.629,292.0,71.0,131.226
2025-07-15 15:47:58.674,292.0,70.0,136.271
2025-07-15 15:48:03.718,292.0,95.0,141.315
2025-07-15 15:48:08.764,292.0,95.0,146.361
2025-07-15 15:48:13.810,292.0,95.0,151.407
2025-07-15 15:48:18.856,292.0,95.0,156.453
2025-07-15 15:48:23.905,292.0,95.0,161.502
2025-07-15 15:48:28.956,292.0,4.0,166.553
2025-07-15 15:48:34.002,292.0,69.0,171.599
2025-07-15 15:48:39.046,292.0,70.0,176.643
2025-07-15 15:48:44.090,292.0,70.0,181.687
2025-07-15 15:48:49.135,292.0,95.0,186.732
2025-07-15 15:48:54.181,292.0,95.0,191.778
2025-07-15 15:48:59.226,292.0,95.0,196.823
2025-07-15 15:49:04.272,292.0,95.0,201.869
2025-07-15 15:49:09.318,292.0,64.0,206.915
2025-07-15 15:49:14.362,292.0,51.0,211.959
2025-07-15 15:49:19.408,292.0,70.0,217.005
2025-07-15 15:49:24.451,292.0,71.0,222.048
2025-07-15 15:49:29.496,292.0,80.0,227.093
2025-07-15 15:49:34.543,292.0,95.0,232.14
2025-07-15 15:49:39.589,292.0,95.0,237.186
2025-07-15 15:49:44.636,292.0,95.0,242.233
2025-07-15 15:49:49.682,292.0,95.0,247.279
2025-07-15 15:49:54.729,292.0,4.0,252.326
2025-07-15 15:49:59.774,292.0,72.0,257.371
2025-07-15 15:50:04.819,292.0,70.0,262.416
2025-07-15 15:50:09.864,292.0,69.0,267.461
2025-07-15 15:50:14.912,292.0,68.0,272.509
2025-07-15 15:50:19.957,292.0,95.0,277.554
2025-07-15 15:50:25.003,292.0,95.0,282.6
2025-07-15 15:50:30.049,292.0,95.0,287.646
2025-07-15 15:50:35.094,292.0,95.0,292.691
2025-07-15 15:50:40.140,292.0,37.0,297.737
2025-07-15 15:50:45.184,292.0,70.0,302.781
2025-07-15 15:50:50.230,292.0,71.0,307.827
2025-07-15 15:50:55.274,292.0,71.0,312.871
2025-07-15 15:51:00.319,292.0,53.0,317.916
2025-07-15 15:51:05.366,292.0,95.0,322.963
2025-07-15 15:51:10.412,292.0,94.0,328.009
2025-07-15 15:51:15.457,292.0,94.0,333.054
2025-07-15 15:51:20.504,292.0,95.0,338.101
2025-07-15 15:51:25.550,292.0,69.0,343.147
2025-07-15 15:51:30.596,292.0,71.0,348.193
2025-07-15 15:51:35.641,292.0,71.0,353.238
2025-07-15 15:51:40.686,292.0,69.0,358.283
2025-07-15 15:51:45.731,292.0,93.0,363.328
2025-07-15 15:51:50.776,292.0,95.0,368.373
2025-07-15 15:51:55.824,292.0,95.0,373.421
2025-07-15 15:52:00.874,292.0,95.0,378.471
2025-07-15 15:52:05.920,292.0,95.0,383.517
2025-07-15 15:52:10.965,292.0,53.0,388.562
2025-07-15 15:52:16.009,292.0,70.0,393.606
2025-07-15 15:52:21.055,292.0,69.0,398.652
2025-07-15 15:52:26.099,292.0,70.0,403.696
2025-07-15 15:52:31.145,292.0,95.0,408.742
2025-07-15 15:52:36.191,292.0,95.0,413.788
2025-07-15 15:52:41.236,292.0,94.0,418.833
2025-07-15 15:52:46.281,292.0,95.0,423.878
2025-07-15 15:52:51.331,292.0,95.0,428.928
2025-07-15 15:52:56.376,292.0,15.0,433.973
2025-07-15 15:53:01.420,292.0,70.0,439.017
2025-07-15 15:53:06.466,292.0,69.0,444.063
2025-07-15 15:53:11.511,292.0,71.0,449.108
2025-07-15 15:53:16.556,292.0,94.0,454.153
2025-07-15 15:53:21.601,292.0,95.0,459.198
2025-07-15 15:53:26.649,292.0,95.0,464.246
2025-07-15 15:53:31.697,292.0,95.0,469.294
2025-07-15 15:53:36.742,292.0,95.0,474.339
2025-07-15 15:53:41.786,292.0,11.0,479.383
2025-07-15 15:53:46.832,292.0,70.0,484.429
2025-07-15 15:53:51.876,292.0,70.0,489.473
2025-07-15 15:53:56.921,292.0,73.0,494.518
2025-07-15 15:54:01.969,292.0,95.0,499.566
2025-07-15 15:54:07.015,292.0,95.0,504.612
2025-07-15 15:54:12.059,292.0,94.0,509.656
2025-07-15 15:54:17.106,292.0,94.0,514.703
2025-07-15 15:54:22.153,292.0,35.0,519.75
2025-07-15 15:54:27.197,292.0,61.0,524.794
2025-07-15 15:54:32.243,292.0,70.0,529.84
2025-07-15 15:54:37.288,292.0,70.0,534.885
2025-07-15 15:54:42.332,292.0,75.0,539.929
2025-07-15 15:54:47.378,292.0,95.0,544.975
2025-07-15 15:54:52.425,292.0,94.0,550.022
2025-07-15 15:54:57.471,292.0,94.0,555.068
2025-07-15 15:55:02.516,292.0,94.0,560.113
2025-07-15 15:55:07.561,292.0,12.0,565.158
2025-07-15 15:55:12.606,292.0,72.0,570.203
2025-07-15 15:55:17.650,292.0,71.0,575.247
2025-07-15 15:55:22.696,292.0,71.0,580.293
2025-07-15 15:55:27.741,292.0,25.0,585.338
2025-07-15 15:55:32.789,292.0,95.0,590.386
2025-07-15 15:55:37.837,292.0,95.0,595.434
2025-07-15 15:55:42.882,292.0,95.0,600.479
2025-07-15 15:55:47.928,292.0,95.0,605.525
2025-07-15 15:55:52.973,292.0,70.0,610.57
2025-07-15 15:55:58.018,292.0,71.0,615.615
2025-07-15 15:56:03.065,292.0,70.0,620.662
2025-07-15 15:56:08.110,292.0,70.0,625.707
2025-07-15 15:56:13.156,292.0,77.0,630.753
2025-07-15 15:56:18.200,292.0,95.0,635.797
2025-07-15 15:56:23.246,292.0,95.0,640.843
2025-07-15 15:56:28.291,292.0,95.0,645.888
2025-07-15 15:56:33.337,292.0,94.0,650.934
