timestamp,memory_used,gpu_util,time_sec
2025-07-16 10:40:46.592,1.0,0.0,0.0
2025-07-16 10:40:51.669,1.0,0.0,5.077
2025-07-16 10:40:56.722,126.0,0.0,10.13
2025-07-16 10:41:01.767,288.0,25.0,15.175
2025-07-16 10:41:06.814,296.0,26.0,20.222
2025-07-16 10:41:11.857,296.0,32.0,25.265
2025-07-16 10:41:16.902,296.0,30.0,30.31
2025-07-16 10:41:21.947,296.0,22.0,35.355
2025-07-16 10:41:26.992,296.0,25.0,40.4
2025-07-16 10:41:32.037,296.0,6.0,45.445
2025-07-16 10:41:37.082,296.0,21.0,50.49
2025-07-16 10:41:42.126,296.0,22.0,55.534
2025-07-16 10:41:47.169,296.0,21.0,60.577
2025-07-16 10:41:52.214,296.0,32.0,65.622
2025-07-16 10:41:57.258,296.0,24.0,70.666
2025-07-16 10:42:02.303,296.0,25.0,75.711
2025-07-16 10:42:07.348,296.0,0.0,80.756
2025-07-16 10:42:12.393,296.0,23.0,85.801
2025-07-16 10:42:17.438,296.0,19.0,90.846
2025-07-16 10:42:22.482,296.0,19.0,95.89
2025-07-16 10:42:27.528,296.0,19.0,100.936
2025-07-16 10:42:32.572,296.0,25.0,105.98
2025-07-16 10:42:37.617,296.0,23.0,111.025
2025-07-16 10:42:42.662,296.0,14.0,116.07
2025-07-16 10:42:47.706,296.0,18.0,121.114
2025-07-16 10:42:52.751,296.0,19.0,126.159
2025-07-16 10:42:57.794,296.0,19.0,131.202
2025-07-16 10:43:02.839,296.0,19.0,136.247
2025-07-16 10:43:07.883,296.0,0.0,141.291
2025-07-16 10:43:12.928,296.0,24.0,146.336
2025-07-16 10:43:17.973,296.0,0.0,151.381
2025-07-16 10:43:23.017,296.0,15.0,156.425
2025-07-16 10:43:28.060,296.0,21.0,161.468
2025-07-16 10:43:33.104,296.0,21.0,166.512
2025-07-16 10:43:38.149,296.0,21.0,171.557
2025-07-16 10:43:43.193,296.0,0.0,176.601
2025-07-16 10:43:48.239,296.0,25.0,181.647
2025-07-16 10:43:53.284,296.0,7.0,186.692
2025-07-16 10:43:58.329,296.0,0.0,191.737
2025-07-16 10:44:03.374,296.0,19.0,196.782
2025-07-16 10:44:08.417,296.0,19.0,201.825
2025-07-16 10:44:13.462,296.0,20.0,206.87
2025-07-16 10:44:18.507,296.0,19.0,211.915
2025-07-16 10:44:23.551,296.0,25.0,216.959
2025-07-16 10:44:28.596,296.0,26.0,222.004
2025-07-16 10:44:33.643,296.0,6.0,227.051
2025-07-16 10:44:38.690,296.0,19.0,232.098
2025-07-16 10:44:43.733,296.0,19.0,237.141
2025-07-16 10:44:48.778,296.0,19.0,242.186
2025-07-16 10:44:53.821,296.0,19.0,247.229
2025-07-16 10:44:58.865,296.0,0.0,252.273
2025-07-16 10:45:03.910,296.0,25.0,257.318
2025-07-16 10:45:08.955,296.0,0.0,262.363
2025-07-16 10:45:14.001,296.0,14.0,267.409
2025-07-16 10:45:19.045,296.0,19.0,272.453
2025-07-16 10:45:24.088,296.0,20.0,277.496
2025-07-16 10:45:29.132,296.0,19.0,282.54
2025-07-16 10:45:34.176,296.0,20.0,287.584
2025-07-16 10:45:39.220,296.0,25.0,292.628
2025-07-16 10:45:44.266,296.0,25.0,297.674
2025-07-16 10:45:49.388,296.0,11.0,302.796
2025-07-16 10:45:54.433,296.0,18.0,307.841
2025-07-16 10:45:59.478,296.0,19.0,312.886
2025-07-16 10:46:04.522,296.0,19.0,317.93
2025-07-16 10:46:09.566,296.0,20.0,322.974
2025-07-16 10:46:14.610,296.0,0.0,328.018
2025-07-16 10:46:19.655,296.0,25.0,333.063
2025-07-16 10:46:24.700,296.0,0.0,338.108
2025-07-16 10:46:29.745,296.0,9.0,343.153
2025-07-16 10:46:34.789,296.0,19.0,348.197
2025-07-16 10:46:39.832,296.0,19.0,353.24
2025-07-16 10:46:44.877,296.0,19.0,358.285
2025-07-16 10:46:49.921,296.0,12.0,363.329
2025-07-16 10:46:54.966,296.0,24.0,368.374
2025-07-16 10:47:00.011,296.0,25.0,373.419
2025-07-16 10:47:05.057,296.0,0.0,378.465
2025-07-16 10:47:10.101,296.0,18.0,383.509
2025-07-16 10:47:15.145,296.0,18.0,388.553
2025-07-16 10:47:20.189,296.0,19.0,393.597
2025-07-16 10:47:25.232,296.0,19.0,398.64
2025-07-16 10:47:30.277,296.0,1.0,403.685
2025-07-16 10:47:35.321,296.0,25.0,408.729
2025-07-16 10:47:40.366,296.0,0.0,413.774
2025-07-16 10:47:45.410,296.0,20.0,418.818
2025-07-16 10:47:50.454,296.0,19.0,423.862
2025-07-16 10:47:55.497,296.0,20.0,428.905
2025-07-16 10:48:00.540,296.0,18.0,433.948
2025-07-16 10:48:05.584,296.0,18.0,438.992
2025-07-16 10:48:10.631,296.0,25.0,444.039
2025-07-16 10:48:15.676,296.0,24.0,449.084
2025-07-16 10:48:20.722,296.0,13.0,454.13
2025-07-16 10:48:25.767,296.0,19.0,459.175
2025-07-16 10:48:30.811,296.0,18.0,464.219
2025-07-16 10:48:35.855,296.0,19.0,469.263
2025-07-16 10:48:40.898,296.0,18.0,474.306
